Algo Name : ALL Results averaged from 20 test cycles and if error - no results printed, Total Time , Average Small, Average Big, Average Super Big,  SMALL Avrg RAND_with_Repeats, SMALL Avrg REV_SORTED, SMALL Avrg RAND_NO_REPEATS_SHUFFLED, SMALL Avrg SORTED, SMALL Avrg SORTED_WITH_SOME_ZEROES_INSERTED, SMALL Avrg ONE_NUMBER, SMALL Avrg ONLY_ZEROES, BIG Avrg RAND_with_Repeats, BIG Avrg REV_SORTED, BIG Avrg RAND_NO_REPEATS_SHUFFLED, BIG Avrg SORTED, BIG Avrg SORTED_WITH_SOME_ZEROES_INSERTED, BIG Avrg ONE_NUMBER, BIG Avrg ONLY_ZEROES, SUP BIG Avrg RAND_with_Repeats, SUP BIG Avrg REV_SORTED, SUP BIG Avrg RAND_NO_REPEATS_SHUFFLED, SUP BIG Avrg SORTED, SUP BIG Avrg SORTED_WITH_SOME_ZEROES_INSERTED, SUP BIG Avrg ONE_NUMBER, SUP BIG Avrg ONLY_ZEROES, 
RusevMergeSort32basedOn2,1052591671,24061,3427353,109001383,60650, 2410, 63818, 1874, 35792, 1874, 2008, 7923992, 239097, 10750916, 189597, 4508305, 189597, 189969, 247377624, 6070828, 356048692, 4771243, 139095717, 4848896, 4796682, 
RusevMergeSort32basedOn2 ALIGNED ,1040163052,23283,3421615,107302499,49314, 2677, 67567, 2008, 36729, 2320, 2365, 7702783, 241701, 10892203, 193056, 4538244, 192646, 190675, 251823524, 6584056, 344493010, 4775259, 133883098, 4743573, 4814979, 
RusevMergeSort32basedOn2,1036777536,27631,3477268,106107537,87025, 2499, 63149, 1919, 34855, 2053, 1919, 8141482, 238874, 10736523, 189374, 4641968, 197704, 194952, 246086072, 6056547, 341796551, 4713226, 134545833, 4773921, 4780615, 
RusevMergeSort32basedOn2 ALIGNED ,1032548077,22110,3372619,106814327,48466, 2499, 62881, 2231, 34721, 1963, 2008, 7547810, 240139, 10753110, 191159, 4494768, 190564, 190787, 250883200, 6289954, 343095243, 4773474, 133151635, 4754730, 4752053, 
RusevMergeSort32basedOn2,1025918943,22161,3372210,105871707,49939, 2320, 62301, 2186, 34497, 1874, 2008, 7551976, 239283, 10721126, 189485, 4518198, 191865, 193539, 247317821, 6173919, 339398210, 4771689, 133984851, 4740449, 4715011, 
RusevMergeSort32basedOn2 ALIGNED ,1025955094,22008,3362546,105994371,48377, 2454, 62524, 2008, 35033, 1829, 1829, 7523636, 239171, 10709820, 190266, 4493913, 189894, 191121, 246698376, 5994066, 340769646, 4735540, 134285201, 4746697, 4731077, 
RusevMergeSort32basedOn2,1029592766,22084,3388080,106206868,49135, 2543, 62301, 2053, 34765, 1963, 1830, 7571389, 241031, 10806627, 189522, 4527756, 189522, 190712, 247587825, 6039141, 342071462, 4813193, 133435920, 4735540, 4764995, 
RusevMergeSort32basedOn2 ALIGNED ,1025570847,21836,3371509,105833645,48511, 2409, 61810, 2052, 34230, 1919, 1919, 7586897, 238837, 10709523, 189560, 4496702, 189485, 189559, 246994265, 5993620, 341239140, 4801590, 132249245, 4799359, 4758301, 
RusevMergeSort32basedOn2,1028446717,21963,3368104,106284075,48645, 2409, 62614, 1829, 34453, 1874, 1918, 7536913, 239655, 10723692, 189559, 4506930, 190117, 189857, 247291937, 6122596, 342158488, 4780615, 134126770, 4780169, 4727953, 
RusevMergeSort32basedOn2 ALIGNED ,1023997686,22148,3377853,105529661,48466, 2543, 63417, 1963, 34721, 1919, 2008, 7512144, 247763, 10799375, 189931, 4514628, 190601, 190526, 244913233, 6065026, 341524317, 4850235, 131853836, 4717242, 4783739, 
RusevMergeSort32basedOn2,1025147765,22167,3373278,105748660,50385, 2410, 62256, 1829, 34453, 1919, 1919, 7560046, 238986, 10768693, 189522, 4475689, 190378, 189634, 247212945, 5970860, 341058840, 4765888, 131696743, 4800698, 4734647, 
RusevMergeSort32basedOn2 ALIGNED ,1025078143,21880,3364034,105852517,48511, 2409, 62123, 1829, 34363, 1963, 1963, 7514227, 238986, 10739461, 189559, 4486438, 189931, 189634, 247266945, 6094481, 341223966, 4834169, 132042615, 4715011, 4790433, 
RusevMergeSort32basedOn2,1045394868,29314,3546974,106485286,99521, 2677, 62792, 1874, 34542, 1874, 1918, 8656496, 240696, 10842256, 189820, 4520355, 189782, 189411, 248088111, 5980232, 343718704, 4743573, 133280166, 4812747, 4773474, 
RusevMergeSort32basedOn2 ALIGNED ,1025258004,23857,3362435,105877636,48734, 3034, 70156, 2231, 38916, 1963, 1963, 7514227, 239916, 10714841, 190340, 4497595, 190750, 189374, 246596623, 6021290, 341952304, 4726614, 132197476, 4887724, 4761425, 
RusevMergeSort32basedOn2,1035860857,22001,3384403,107147256,48689, 2499, 62212, 2008, 34587, 1963, 2052, 7640377, 239804, 10744184, 190378, 4496256, 189857, 189968, 247504369, 6026199, 342270952, 4777937, 139899032, 4758747, 4793557, 
RusevMergeSort32basedOn2 ALIGNED ,1026903448,21893,3364124,106112064,48511, 2410, 62256, 1963, 34274, 1918, 1918, 7533194, 239544, 10722577, 189671, 4484838, 189374, 189671, 247479823, 6050298, 342270507, 4788202, 132345643, 4774813, 5075163, 
RusevMergeSort32basedOn2,1030854867,22397,3377683,106508812,50474, 2454, 62792, 1963, 35122, 1963, 2008, 7560901, 239246, 10758503, 189745, 4516079, 189634, 189671, 246799237, 6075736, 344098493, 4752053, 134210672, 4846665, 4778830, 
RusevMergeSort32basedOn2 ALIGNED ,1043586076,26267,3473501,107139031,49091, 3124, 79394, 2320, 44628, 2454, 2856, 7528992, 245568, 11256744, 205775, 4682134, 198708, 196588, 249984826, 6127952, 344233271, 4775259, 135305858, 4766334, 4779722, 
