Algo Name : ALL Results averaged from 20 test cycles and if error - no results printed, Total Time , Average Small, Average Big, Average Super Big,  SMALL Avrg RAND_with_Repeats, SMALL Avrg REV_SORTED, SMALL Avrg RAND_NO_REPEATS_SHUFFLED, SMALL Avrg SORTED, SMALL Avrg SORTED_WITH_SOME_ZEROES_INSERTED, SMALL Avrg ONE_NUMBER, SMALL Avrg ONLY_ZEROES, BIG Avrg RAND_with_Repeats, BIG Avrg REV_SORTED, BIG Avrg RAND_NO_REPEATS_SHUFFLED, BIG Avrg SORTED, BIG Avrg SORTED_WITH_SOME_ZEROES_INSERTED, BIG Avrg ONE_NUMBER, BIG Avrg ONLY_ZEROES, SUP BIG Avrg RAND_with_Repeats, SUP BIG Avrg REV_SORTED, SUP BIG Avrg RAND_NO_REPEATS_SHUFFLED, SUP BIG Avrg SORTED, SUP BIG Avrg SORTED_WITH_SOME_ZEROES_INSERTED, SUP BIG Avrg ONE_NUMBER, SUP BIG Avrg ONLY_ZEROES, 
svpv_isort_qsort_RusevMerge,993889003,27880,3247399,102736548,96174, 2499, 65827, 1918, 24902, 1963, 1874, 7457102, 244415, 11108986, 190266, 3348037, 192460, 190526, 240843552, 6198465, 353994884, 4810516, 103657938, 4785077, 4865409, 
svpv_isort_qsort_RusevMerge ALIGNED ,991489780,21160,3222141,102764091,49002, 2454, 66139, 1874, 24679, 2053, 1919, 7327419, 240250, 11095114, 189597, 3322896, 190006, 189708, 238762075, 6030661, 353477639, 4730631, 102417263, 9118514, 4811855, 
svpv_isort_qsort_RusevMerge,990512401,23697,3246267,102309580,66273, 2499, 66407, 2008, 24590, 2053, 2052, 7477892, 239097, 11084403, 190601, 3350528, 191791, 189559, 241682123, 5970413, 351167662, 4830153, 102938079, 4829706, 4748929, 
svpv_isort_qsort_RusevMerge ALIGNED ,988696923,20918,3228910,102286309,48288, 2454, 65693, 2053, 24144, 1785, 2008, 7388784, 239432, 11070047, 191122, 3332677, 189820, 190489, 240074155, 6054315, 354164026, 4738217, 101387235, 4774366, 4811854, 
svpv_isort_qsort_RusevMerge,989196316,23653,3284770,101659979,67701, 2454, 65068, 2053, 24367, 1963, 1963, 7606236, 240399, 11164623, 192089, 3408248, 191456, 190341, 240490540, 6206498, 347877197, 4842202, 102557397, 4869872, 4776152, 
svpv_isort_qsort_RusevMerge ALIGNED ,982094121,21173,3236566,101248631,49404, 2543, 65916, 2008, 24322, 2052, 1963, 7374577, 241478, 11103296, 189857, 3363657, 192163, 190936, 238341226, 6062348, 347104229, 4858269, 102764920, 4823012, 4786417, 
svpv_isort_qsort_RusevMerge,989686335,21051,3243080,102256281,49225, 2588, 65425, 1963, 24188, 2008, 1963, 7379188, 240845, 11136618, 190489, 3370500, 192312, 191605, 239800136, 6125720, 351117679, 4743573, 104452774, 4784185, 4769904, 
svpv_isort_qsort_RusevMerge ALIGNED ,989245394,21071,3231051,102337441,49136, 2499, 65693, 2097, 24277, 1874, 1919, 7364944, 240659, 11094370, 191270, 3344206, 191084, 190824, 242215435, 6004330, 350143882, 4752945, 103737377, 4757408, 4750713, 
svpv_isort_qsort_RusevMerge,997277199,21223,3263683,103091728,50340, 2499, 65559, 1963, 24188, 2097, 1918, 7641084, 240659, 11045130, 189745, 3349004, 190043, 190117, 250638635, 6081985, 346769961, 4759193, 102977352, 5548673, 4866301, 
svpv_isort_qsort_RusevMerge ALIGNED ,977940534,21141,3213253,100935338,49671, 2499, 65871, 2008, 24099, 1963, 1874, 7323886, 239618, 11040406, 189634, 3319586, 189820, 189820, 239244955, 6082877, 345463236, 4819888, 101410888, 4793111, 4732416, 
svpv_isort_qsort_RusevMerge,1005008220,22722,3216526,104747066,60605, 2454, 65514, 2097, 24322, 2008, 2053, 7340213, 238911, 11038956, 190155, 3327842, 189782, 189820, 248957922, 6098944, 347909329, 4806945, 115824584, 4860500, 4771243, 
svpv_isort_qsort_RusevMerge ALIGNED ,986400328,21657,3223618,102014330,49582, 2677, 67880, 2008, 25260, 2097, 2097, 7307708, 240696, 11098387, 189485, 3349561, 189708, 189783, 241714255, 6023968, 349888161, 4843988, 102009358, 4806946, 4813639, 
svpv_isort_qsort_RusevMerge,996179796,22154,3281157,102715955,55607, 2588, 66675, 1919, 24322, 1963, 2008, 7622228, 239730, 11160420, 192498, 3369756, 191382, 192088, 242636283, 6025752, 352452966, 4804714, 103494151, 4819888, 4777937, 
svpv_isort_qsort_RusevMerge ALIGNED ,987715978,21020,3232762,102098933,48823, 2499, 65693, 2008, 24322, 1829, 1963, 7360519, 241663, 11105788, 190452, 3349487, 189894, 191531, 240151809, 6162762, 350847675, 4848896, 103116147, 4807838, 4757408, 
svpv_isort_qsort_RusevMerge,990891747,21153,3239191,102474132,49626, 2454, 65559, 2008, 24277, 2097, 2053, 7391982, 242891, 11097643, 190861, 3367859, 191159, 191940, 241488435, 6252466, 351955803, 4958236, 103150065, 4763210, 4750713, 
svpv_isort_qsort_RusevMerge ALIGNED ,987706610,21141,3227608,102158226,49359, 2633, 66139, 1919, 24144, 1829, 1963, 7357246, 239804, 11092919, 191270, 3330669, 191531, 189820, 240906924, 6053869, 350587937, 4898880, 103076874, 4817210, 4765888, 
svpv_isort_qsort_RusevMerge,991316623,20969,3231636,102627336,49314, 2543, 65068, 1829, 23921, 2097, 2008, 7376808, 240362, 11084886, 190117, 3344838, 192795, 191642, 241878043, 6134200, 350552235, 4823905, 105472983, 4793111, 4736879, 
svpv_isort_qsort_RusevMerge ALIGNED ,988131475,21459,3230435,102181815,48689, 2499, 67255, 1963, 25929, 2008, 1874, 7344490, 242816, 11111180, 192349, 3337623, 189783, 194803, 239123119, 6059670, 353463358, 4746697, 102332469, 4794896, 4752499, 
svpv_isort_qsort_RusevMerge,1014758677,21332,3320308,104908495,50028, 2543, 65738, 2053, 24902, 1963, 2097, 7374540, 255535, 11494614, 204175, 3507695, 198262, 207337, 258981058, 6043604, 350426382, 4738664, 104560775, 4806053, 4802929, 
svpv_isort_qsort_RusevMerge ALIGNED ,961724735,21077,3238287,98319019,48511, 2454, 66050, 2052, 24456, 2008, 2008, 7325597, 241664, 11156032, 190824, 3372805, 190415, 190675, 239110177, 6231936, 337050746, 6150712, 91172643, 4201336, 4315585, 
svpv_isort_qsort_RusevMerge,954198571,18967,2939998,100844424,45253, 2275, 58061, 1785, 21823, 1829, 1740, 6514658, 216820, 10304556, 169812, 3032029, 169663, 172452, 222235214, 5389349, 355434156, 4223204, 108197558, 5710674, 4720813, 
svpv_isort_qsort_RusevMerge ALIGNED ,989624306,20803,3243595,102243721,48065, 2410, 65336, 1963, 23965, 1874, 2008, 7553686, 241366, 11017460, 190861, 3320925, 190229, 190638, 243954611, 6071274, 348441748, 4748036, 102944327, 4746250, 4799805, 
svpv_isort_qsort_RusevMerge,1000897489,24201,3283697,103338971,71896, 2543, 64800, 1919, 24188, 2008, 2052, 7751837, 239804, 11048589, 189857, 3375706, 190006, 190080, 252027031, 6046728, 348004835, 4726168, 102892557, 4869425, 4806053, 
svpv_isort_qsort_RusevMerge ALIGNED ,983606581,21032,3228102,101567662,48109, 2632, 66139, 2053, 24233, 1963, 2097, 7432631, 239506, 11046171, 192274, 3306532, 189894, 189708, 238735744, 6124382, 347513473, 4773027, 104150192, 4788201, 4888616, 
svpv_isort_qsort_RusevMerge,995447442,27248,3243707,103009803,92158, 2499, 65648, 1919, 24501, 2053, 1963, 7437280, 241106, 11099688, 192832, 3354024, 190117, 190898, 242488561, 6045835, 352566323, 4744466, 105618026, 4854252, 4751160, 
svpv_isort_qsort_RusevMerge ALIGNED ,993216900,21185,3235349,102852073,48689, 2499, 66407, 2097, 24545, 1918, 2142, 7431925, 240139, 11072018, 191940, 3329962, 189708, 191754, 242143136, 6247556, 351229250, 4863624, 106014328, 4734647, 4731970, 
svpv_isort_qsort_RusevMerge,993160227,21020,3239435,102796606,49761, 2543, 65068, 1963, 23876, 1963, 1963, 7384990, 241589, 11116387, 190340, 3359789, 192237, 190712, 243054006, 6036910, 352025870, 4759639, 104106455, 4756069, 4837293, 
svpv_isort_qsort_RusevMerge ALIGNED ,986950603,20994,3222141,102117295,49046, 2410, 65470, 1963, 24233, 1874, 1963, 7345159, 242630, 11071312, 190043, 3323528, 190787, 191531, 239842979, 6156960, 352255262, 4941278, 102070052, 4769458, 4785078, 
svpv_isort_qsort_RusevMerge,1018982771,26094,3367110,104902693,83053, 2499, 65826, 2097, 25215, 2052, 1919, 8314157, 240808, 11091581, 192386, 3350491, 189969, 190377, 240731087, 6217209, 367496372, 4815872, 105417197, 4868087, 4773028, 
svpv_isort_qsort_RusevMerge ALIGNED ,990452155,21746,3244636,102340055,54357, 2454, 65113, 1919, 24188, 2052, 2142, 7461082, 243188, 11108428, 193204, 3326987, 190080, 189485, 246946065, 6105638, 344423389, 4736432, 103548151, 5745931, 4874781, 
