Algo Name : ALL Results averaged from 20 test cycles and if error - no results printed, Total Time , Average Small, Average Big, Average Super Big,  SMALL Avrg RAND_with_Repeats, SMALL Avrg REV_SORTED, SMALL Avrg RAND_NO_REPEATS_SHUFFLED, SMALL Avrg SORTED, SMALL Avrg SORTED_WITH_SOME_ZEROES_INSERTED, SMALL Avrg ONE_NUMBER, SMALL Avrg ONLY_ZEROES, BIG Avrg RAND_with_Repeats, BIG Avrg REV_SORTED, BIG Avrg RAND_NO_REPEATS_SHUFFLED, BIG Avrg SORTED, BIG Avrg SORTED_WITH_SOME_ZEROES_INSERTED, BIG Avrg ONE_NUMBER, BIG Avrg ONLY_ZEROES, SUP BIG Avrg RAND_with_Repeats, SUP BIG Avrg REV_SORTED, SUP BIG Avrg RAND_NO_REPEATS_SHUFFLED, SUP BIG Avrg SORTED, SUP BIG Avrg SORTED_WITH_SOME_ZEROES_INSERTED, SUP BIG Avrg ONE_NUMBER, SUP BIG Avrg ONLY_ZEROES, 
timSort_Rusev ALIGNED ,1521348539,31909,4555431,162351230,48020, 47261, 65247, 14593, 22448, 13031, 12763, 7015168, 5494486, 10505905, 1916798, 3140216, 1906942, 1908504, 240059428, 176287401, 373719828, 77043677, 116375748, 75171954, 77800578, 
timSort_Rusev,1468039235,35173,4963374,149807663,56946, 50207, 67255, 18297, 24813, 14459, 14236, 8031064, 6065397, 10929207, 2474246, 3288197, 1976377, 1979129, 243980050, 158299401, 334773795, 67099980, 98991126, 75042531, 70466761, 
timSort_Rusev ALIGNED ,1486659173,31488,4539445,157591655,47708, 46770, 64443, 13968, 22225, 12719, 12585, 7041945, 5474663, 10444132, 1897012, 3129170, 1901363, 1887826, 232131605, 177432125, 367607943, 71327647, 106677062, 74067396, 73897808, 
timSort_Rusev,1548685781,43933,5348917,156614480,105635, 54625, 74708, 16155, 26866, 15263, 14281, 8216086, 6505323, 12100856, 2292087, 3715181, 2294988, 2317897, 257996105, 186759054, 332589672, 86442905, 97257305, 68243811, 67012508, 
timSort_Rusev ALIGNED ,1459515622,31679,4556977,153501699,47440, 47485, 64354, 14147, 22537, 12987, 12808, 7037668, 5483477, 10481247, 1915459, 3146985, 1917653, 1916351, 221576942, 155436031, 360936415, 68400904, 114085408, 74766280, 79309917, 
timSort_Rusev,1589884662,36920,5267172,163551102,57928, 53866, 73994, 15977, 26643, 15173, 14861, 8418960, 6279391, 11911185, 2218301, 3599035, 2216553, 2226780, 257889889, 188029630, 374770386, 76223850, 105753697, 71321399, 70868865, 
timSort_Rusev ALIGNED ,1463265766,31858,4557344,154031249,49984, 47083, 64443, 14192, 22046, 12585, 12674, 7204616, 5457333, 10423082, 1900806, 3126865, 1893702, 1895004, 223504005, 158786298, 367324998, 65605369, 110667751, 75373675, 76956651, 
timSort_Rusev,1607404062,36601,5348136,165085496,55250, 53955, 74797, 16423, 26286, 14861, 14638, 8083614, 6308363, 12761843, 2224586, 3622837, 2212611, 2223099, 256881283, 174553134, 371653525, 75010845, 121059964, 79586168, 76853559, 
timSort_Rusev ALIGNED ,1439463538,32674,4637973,149655224,55027, 47038, 65425, 13790, 22180, 12808, 12451, 7265683, 5473808, 10535323, 1977121, 3155204, 1920926, 2137746, 240820791, 157596947, 328544536, 69834820, 95594444, 81511892, 73683144, 
timSort_Rusev,1462069715,40956,5127931,146922361,90105, 53465, 73235, 15530, 25304, 14682, 14370, 8363956, 6253321, 11595438, 2222950, 3338292, 2049679, 2071882, 253768885, 156780243, 321702081, 67219586, 95503401, 65971770, 67510563, 
timSort_Rusev ALIGNED ,1576335869,35977,5129753,163274022,47440, 55428, 75734, 16824, 26330, 14861, 15218, 7733725, 6192068, 11901069, 2175904, 3550539, 2172891, 2182077, 255875354, 178612104, 370543612, 74537336, 109743047, 77281994, 76324710, 
timSort_Rusev,1434017515,32700,4851749,146311650,55562, 47127, 64443, 13656, 22537, 12763, 12808, 8413010, 5511259, 10433458, 1929889, 3818682, 1931004, 1924942, 230232211, 154686270, 321340590, 66190896, 94630912, 81756010, 75344667, 
timSort_Rusev ALIGNED ,1551528625,35830,5310032,157568257,53688, 53688, 73101, 15932, 25572, 14727, 14102, 8979644, 6195638, 11844874, 2157160, 3545853, 2156342, 2290711, 257175832, 176083449, 355754590, 78364683, 95556063, 74157546, 65885636, 
timSort_Rusev,1600822698,36601,5195618,165975518,59356, 53197, 73191, 15664, 25572, 14548, 14682, 8170305, 6231639, 11828882, 2189404, 3577948, 2187433, 2183714, 262298748, 191217896, 365411770, 79030988, 110755669, 76301504, 76812055, 
timSort_Rusev ALIGNED ,1511783733,35881,5326534,151691882,54179, 53732, 73012, 16378, 25170, 14281, 14415, 7927488, 6460769, 12194837, 2289335, 3762339, 2332030, 2318938, 263070822, 157522863, 325569149, 80439021, 94281917, 65550476, 75408932, 
timSort_Rusev,1568950728,41000,5135242,162102904,91488, 53018, 73101, 15530, 25393, 14281, 14191, 7144219, 6215609, 12399607, 2195726, 3570770, 2205135, 2215623, 229386946, 174812872, 370186137, 78051391, 124004113, 77049032, 81229839, 
timSort_Rusev ALIGNED ,1613706955,36761,5310515,166435766,54848, 54804, 74842, 15932, 27089, 15039, 14772, 8027530, 6318850, 12395479, 2226334, 3730355, 2254115, 2220941, 262893200, 193125769, 369252953, 78054515, 109811328, 76281421, 75631182, 
timSort_Rusev,1520596094,33771,4730296,160126750,55964, 49046, 65380, 14861, 23073, 14905, 13165, 8015295, 5549044, 10468565, 1949972, 3166249, 2011187, 1951757, 267691666, 161220789, 365044031, 67751112, 109257041, 75029143, 74893471, 
timSort_Rusev ALIGNED ,1588918448,35696,5148874,164844885,54670, 53063, 73280, 15575, 24991, 14192, 14102, 7931095, 6194597, 11873102, 2159354, 3548456, 2167275, 2168242, 251266560, 178102446, 381599007, 78392353, 110295548, 76914701, 77343581, 
